,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price,year,month,house_soldtime
790,3,1.75,1730,8400,1.0,0,0,4,7,1400,330,1830,8636,522000,2014,Jun,9
791,4,2.5,2810,11120,2.0,0,0,3,9,2810,0,3100,12672,675000,2014,Jun,9
792,4,3.5,3550,11000,1.0,0,2,3,11,2260,1290,4100,10012,1360000,2014,Jul,9
793,4,1.0,1330,7980,1.5,0,0,3,6,1330,0,1570,8588,249950,2014,Oct,9
794,2,1.0,750,34133,1.0,0,0,3,6,750,0,1460,25792,210000,2015,Mar,8
795,4,1.0,1760,7216,1.0,0,0,3,7,1090,670,1180,3844,429950,2014,Jul,9
796,4,2.5,3200,36276,2.0,0,0,3,9,3200,0,2930,33171,737500,2014,Oct,9
797,4,2.0,1740,9000,1.0,0,0,5,8,1740,0,1850,7700,710000,2014,Sep,9
798,3,2.5,2100,4700,2.0,0,0,3,8,2100,0,2100,4700,470000,2014,Oct,9
799,4,3.5,4270,40097,1.0,0,0,4,12,4270,0,3510,36149,1100000,2015,Feb,8
800,3,2.0,1340,2720,1.5,0,0,3,7,1340,0,2030,4590,650000,2014,Aug,9
801,4,2.5,3190,8684,1.0,0,3,5,9,1680,1510,3160,8684,1220000,2014,May,9
802,3,2.5,1630,4534,2.0,0,0,3,8,1630,0,1380,4779,422120,2015,Jan,8
803,5,2.5,2990,15085,2.0,0,0,3,9,2990,0,3150,13076,625000,2015,Jan,8
804,4,1.0,1550,7740,1.5,0,0,3,6,1550,0,1220,7740,385200,2014,Jun,9
805,3,2.25,1690,4964,2.0,0,0,3,8,1690,0,1800,5036,500000,2015,Apr,8
806,4,2.25,1960,12243,2.0,0,0,3,8,1960,0,1910,12230,308000,2014,Nov,9
807,3,2.75,2390,9966,1.0,0,0,5,8,1360,1030,2140,10713,565000,2014,Jun,9
808,3,2.5,2600,4438,2.0,0,0,3,7,2600,0,2600,4904,581000,2014,Sep,9
809,3,2.0,1950,8698,1.0,0,0,3,8,1950,0,2330,7212,361000,2014,Aug,9
810,3,1.0,1250,7210,1.0,0,0,4,7,1250,0,1530,8800,345000,2015,Jan,8
811,2,2.25,1180,1253,2.0,0,0,3,8,840,340,1310,1963,419000,2014,Oct,9
812,3,2.5,1680,4308,2.0,0,0,3,7,1680,0,2160,4182,347000,2015,May,8
813,4,2.25,2220,36085,2.0,0,0,3,9,2220,0,3000,36906,625000,2014,Oct,9
814,4,4.25,4890,15188,2.0,0,2,3,11,3090,1800,3470,16201,2400000,2015,Mar,8
815,3,3.25,2660,17852,2.5,0,0,3,8,2660,0,1320,11876,379000,2014,Dec,9
816,3,1.5,1150,3323,2.0,0,0,3,7,1150,0,1150,2980,310000,2014,Dec,9
817,2,2.0,1130,5500,1.0,0,0,4,6,1130,0,1320,6600,250000,2015,May,8
818,5,2.75,2760,5000,2.0,0,0,3,9,2760,0,2870,5030,682000,2014,Aug,9
819,3,2.0,1430,8919,1.0,0,0,3,7,1430,0,1580,8919,246500,2014,Jul,9
820,3,1.0,1490,57381,1.5,0,0,4,5,1490,0,1580,101529,325000,2014,Oct,9
821,4,2.5,2030,4997,2.0,0,0,3,8,2030,0,2095,5500,310950,2014,Aug,9
822,3,2.0,3010,5000,2.0,0,2,5,9,1890,1120,2688,5000,1100000,2014,Sep,9
823,3,1.0,1810,7200,1.0,0,0,4,7,1130,680,1810,8100,287500,2014,Oct,9
824,3,1.0,1810,7200,1.0,0,0,4,7,1130,680,1810,8100,431000,2015,Feb,8
825,3,1.0,970,5000,1.0,0,0,3,6,970,0,1290,5875,226000,2014,Aug,9
826,3,1.75,2010,3090,1.5,0,0,5,7,1510,500,1600,3150,825000,2015,May,8
827,4,1.0,1300,6030,1.5,0,0,3,6,1300,0,1240,6900,175000,2014,Sep,9
828,3,1.5,1260,10350,1.0,0,0,3,7,1260,0,1800,10350,465750,2014,May,9
829,4,2.25,2610,24931,2.0,0,0,3,8,2610,0,2550,18306,659000,2015,Mar,8
830,3,1.75,1910,5753,1.0,0,3,3,8,1110,800,1630,5580,595000,2015,Feb,8
831,3,2.25,1780,16290,2.0,0,0,4,8,1780,0,1780,8810,350000,2014,Jun,9
832,4,2.25,1900,8600,1.0,0,0,4,8,1900,0,2120,8000,270000,2014,Jun,9
833,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1850,10230,662500,2014,Sep,9
834,3,1.75,1380,14000,1.0,0,0,4,5,1380,0,1490,18503,249900,2014,Nov,9
835,3,1.75,1920,11340,1.0,0,0,4,7,1230,690,1980,9638,324500,2015,Mar,8
836,2,1.75,1350,4003,1.0,0,0,3,8,1350,0,1350,4479,430000,2014,Jul,9
837,2,1.75,1350,4003,1.0,0,0,3,8,1350,0,1350,4479,419950,2015,May,8
838,4,1.75,2510,7440,1.0,0,2,4,8,1290,1220,1790,8000,285000,2014,Jul,9
839,4,2.5,2470,7780,2.0,0,0,3,8,2470,0,2100,5972,332000,2015,Jan,8
840,4,1.75,1660,10725,1.0,0,0,3,7,960,700,1340,9023,282000,2014,Dec,9
841,3,1.0,1340,5175,1.0,0,0,3,7,940,400,1020,5500,320000,2014,Nov,9
842,3,1.0,1620,30736,1.5,0,0,4,7,1620,0,2440,28826,428750,2014,May,9
843,3,2.25,2300,35287,2.0,0,0,3,8,2300,0,1760,47916,330000,2015,Jan,8
844,4,3.5,2000,2309,3.0,0,0,3,8,2000,0,1440,1548,456500,2014,Dec,9
845,3,2.25,1640,11050,1.0,0,0,4,8,1640,0,1870,11050,352000,2014,May,9
846,4,2.0,1530,4080,1.5,0,0,4,7,1530,0,1860,4080,664000,2014,Nov,9
847,3,1.75,4000,11894,1.0,0,0,3,9,2190,1810,2530,8650,628000,2014,Jul,9
848,3,1.75,1610,12555,1.0,0,0,3,7,1080,530,1780,10374,512000,2015,Mar,8
849,3,2.0,2070,9000,1.0,0,0,4,7,1450,620,1630,7885,254000,2014,Dec,9
850,4,2.5,1900,5790,2.0,0,0,3,8,1900,0,2030,5790,535800,2014,May,9
851,3,1.0,1050,16050,1.0,0,0,4,7,1050,0,1610,27600,287653,2014,Oct,9
852,3,2.5,1520,1304,2.0,0,0,3,8,1180,340,1270,1718,438000,2014,Jul,9
853,4,1.75,2390,23899,1.0,0,0,3,7,1750,640,1840,33900,450000,2014,Jul,9
854,5,2.75,2400,8050,2.0,0,0,3,8,2400,0,2400,8050,327000,2014,Jun,9
855,4,2.5,1790,6120,2.0,0,0,3,7,1790,0,1950,5660,370500,2014,Aug,9
856,3,2.5,1720,6271,2.0,0,0,3,7,1720,0,1570,6587,265000,2014,Oct,9
857,4,2.75,2980,13260,1.0,0,0,4,8,1800,1180,1920,10731,450000,2015,Mar,8
858,3,1.0,1520,213444,1.5,0,3,5,8,1520,0,2640,213444,425000,2014,Jun,9
859,3,1.75,1150,8690,1.0,0,0,4,7,1150,0,1330,7040,166600,2014,Nov,9
860,1,0.75,380,15000,1.0,0,0,3,5,380,0,1170,15000,245000,2014,Jun,9
861,3,1.0,910,5212,1.0,0,0,3,7,910,0,1520,6300,565000,2015,May,8
862,3,1.75,1650,10150,1.0,0,0,3,8,1230,420,1930,8958,539900,2014,Aug,9
863,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,1980,3200,910000,2015,Mar,8
864,4,2.5,2050,7416,2.0,0,0,3,8,2050,0,2050,7920,280000,2014,Nov,9
865,3,2.25,1420,8549,2.0,0,0,4,7,1420,0,1560,7471,275000,2015,Mar,8
866,3,2.5,3460,6590,2.0,0,0,3,7,3460,0,2490,6312,467000,2015,Apr,8
867,3,2.5,1500,4445,2.0,0,0,3,8,1500,0,1730,4408,457500,2014,Jul,9
868,2,1.0,1320,3090,1.0,0,0,4,7,1320,0,1270,4120,381156,2014,Dec,9
869,5,2.5,2180,8240,1.0,0,0,4,8,1220,960,2050,7590,289999,2015,Apr,8
870,3,1.75,1830,4160,1.0,0,0,3,7,1230,600,1950,4160,642450,2015,Apr,8
871,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,1600,7910,469950,2014,Sep,9
872,3,2.0,2920,13650,1.0,0,2,5,8,1460,1460,2920,10988,795000,2015,Mar,8
873,4,2.5,3300,10514,2.0,0,0,3,10,3300,0,2820,11462,785000,2015,Feb,8
874,3,2.25,3060,12095,2.0,0,0,3,10,3060,0,3060,11455,860000,2014,May,9
875,3,1.0,1530,8498,1.0,0,0,3,7,1530,0,1380,8498,147500,2015,Feb,8
876,3,2.0,1910,11576,1.0,0,0,3,7,1410,500,2040,8750,390000,2014,Nov,9
877,3,1.0,1020,8100,1.0,0,0,3,7,1020,0,1020,8100,229000,2014,Dec,9
878,3,1.0,1150,8100,1.0,0,0,3,6,1150,0,1120,8100,185000,2014,May,9
879,3,1.5,1260,9570,1.0,0,0,3,7,870,390,1620,7000,414900,2014,Aug,9
880,4,2.0,1920,4822,1.0,0,0,2,6,920,1000,1120,4822,200000,2015,Feb,8
881,4,2.25,1800,9350,1.0,0,0,3,8,1800,0,2060,8800,225000,2014,Oct,9
882,3,1.75,2040,4000,2.0,0,0,5,7,1360,680,1610,4000,720000,2014,Sep,9
883,4,2.5,2200,4000,2.0,0,0,5,8,1430,770,2100,4000,930000,2014,Jun,9
884,5,2.5,3200,17204,1.0,0,0,3,7,2160,1040,4090,15732,1270000,2014,Jun,9
885,5,3.25,2400,3118,2.0,0,0,4,7,1780,620,2100,3941,700000,2014,Nov,9
886,2,1.5,1140,1058,3.0,0,0,3,7,1140,0,1170,1116,466000,2014,Jul,9
887,3,1.5,1330,10640,1.0,0,0,3,7,1330,0,1460,8520,374000,2014,Aug,9
888,3,2.5,1940,10035,2.0,0,0,4,8,1940,0,2810,8333,480000,2014,Jul,9
889,3,2.5,3000,25341,2.0,0,0,3,9,3000,0,3000,32417,740000,2014,Jun,9
890,4,1.0,1820,5400,1.5,0,0,3,8,1820,0,1820,5400,1010000,2014,Nov,9
891,4,2.5,2910,5000,2.0,0,0,3,8,2910,0,2740,5045,395000,2014,May,9
892,2,1.0,1090,6771,1.0,0,0,3,6,1090,0,1200,4992,340000,2014,Jul,9
893,3,2.0,1230,1340,2.0,0,0,3,7,1020,210,1260,1312,209000,2014,Aug,9
894,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1530,7700,431650,2014,Nov,9
895,5,2.5,3160,11470,1.0,0,0,4,9,1780,1380,3260,11470,980000,2014,May,9
896,3,2.5,2680,28243,2.0,0,0,3,9,2680,0,2670,32130,660000,2014,Aug,9
897,4,2.25,2190,9009,2.0,0,0,4,8,1840,350,2190,10251,730000,2015,Mar,8
898,3,1.75,1260,9600,1.0,0,0,4,7,1260,0,1640,9946,291500,2015,Apr,8
899,4,3.5,2970,14486,2.0,0,0,3,9,2340,630,3680,14486,905000,2014,Jun,9
900,4,2.5,2570,50308,1.5,0,0,3,10,2570,0,3420,37891,800000,2014,Aug,9
901,4,3.5,3810,13592,1.0,0,1,3,9,2560,1250,3230,9311,839900,2014,May,9
902,1,1.5,1010,1157,2.0,0,0,3,8,950,60,1360,1688,200000,2014,Jul,9
903,3,2.0,1480,6698,1.0,0,0,4,7,1080,400,1850,7348,300000,2015,Feb,8
904,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1180,6042,530000,2014,Jun,9
905,3,2.25,1654,8479,2.0,0,0,3,7,1654,0,1654,8479,314950,2015,Mar,8
906,3,1.75,1410,9315,1.0,0,0,5,7,1410,0,1630,8250,255000,2014,Oct,9
907,5,2.75,2160,5720,1.0,0,0,5,7,1500,660,2160,4996,550000,2014,Oct,9
908,3,1.0,1400,4800,1.0,0,0,4,6,700,700,1470,6000,435000,2014,Aug,9
909,3,1.75,1420,8738,1.0,0,0,4,7,1420,0,1660,8738,234000,2014,Nov,9
910,4,2.25,2500,10062,1.0,0,0,3,8,1600,900,2500,9750,615000,2014,Oct,9
911,3,2.0,1410,8384,1.0,0,0,3,7,1410,0,1410,9205,205000,2014,Sep,9
912,4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,1730,4000,384000,2014,Sep,9
913,3,2.5,1750,7208,2.0,0,0,3,8,1750,0,2050,7524,324000,2014,May,9
914,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1800,4400,645000,2014,Jul,9
915,3,3.25,1570,1777,2.0,0,0,3,8,1260,310,1000,1777,570000,2014,Oct,9
916,3,2.5,1920,5322,2.0,0,0,3,8,1920,0,1920,5000,324000,2014,Dec,9
917,2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1100,5160,270000,2014,Aug,9
918,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1730,7700,290000,2014,May,9
919,3,2.0,1440,9220,1.0,0,0,3,7,1440,0,1390,7830,250000,2014,Jun,9
920,3,1.75,1660,16275,2.0,0,0,3,7,1660,0,1520,16275,342000,2015,Jan,8
921,3,1.5,1340,8450,1.0,0,0,4,7,1340,0,1340,8920,255000,2015,Mar,8
922,3,2.25,2380,11824,1.0,0,0,4,9,1450,930,2750,11491,800000,2014,Jun,9
923,3,1.75,1560,4049,1.5,0,2,3,7,1000,560,1430,3738,451000,2014,May,9
924,4,2.5,2780,10480,1.0,0,3,3,7,1390,1390,2860,10506,990000,2014,Dec,9
925,4,2.5,1860,6687,1.0,0,0,4,7,1220,640,1860,6117,288400,2014,May,9
926,3,1.5,2390,4600,2.0,0,0,3,8,1750,640,1690,5220,420000,2015,Mar,8
927,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,1370,1090,359000,2015,May,8
928,4,3.0,2570,262018,1.0,0,0,3,7,1420,1150,2260,19811,390000,2014,Aug,9
929,3,2.5,1320,2614,2.0,0,0,3,7,1320,0,1320,2533,300000,2014,Sep,9
930,5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,2030,8580,545000,2015,Mar,8
931,3,1.0,1250,18616,1.0,0,0,4,6,1250,0,1920,15654,288349,2015,Apr,8
932,3,2.25,1560,35026,1.0,0,0,3,7,1290,270,1660,35160,299900,2015,Feb,8
933,4,2.0,2330,5000,1.5,0,0,5,7,1720,610,2090,5000,891000,2014,Jul,9
934,3,2.0,3660,22410,1.0,0,3,4,9,1830,1830,2680,8250,1200000,2015,Mar,8
935,4,2.5,2790,4650,2.0,0,0,3,8,2790,0,2820,4650,378000,2015,Feb,8
936,2,1.0,1060,7200,1.0,0,0,4,6,1060,0,1850,8291,299995,2014,Jun,9
937,3,2.5,2020,6564,1.0,0,0,3,7,1310,710,1710,5151,253000,2014,Oct,9
938,3,2.25,1580,47916,1.0,0,0,3,7,1580,0,1980,75358,350000,2015,Jan,8
939,4,3.0,2020,4300,1.5,0,0,3,6,2020,0,1290,3440,565000,2015,Mar,8
940,2,1.0,970,5665,1.0,0,0,4,6,970,0,1490,4429,315000,2014,Jun,9
941,4,3.0,1490,6766,1.5,0,1,5,7,1490,0,1990,6526,570000,2014,Oct,9
942,5,3.5,4390,10140,2.0,0,0,3,9,3350,1040,2010,8400,971000,2014,Aug,9
943,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1460,4250,915000,2014,Aug,9
944,4,1.5,2150,23568,1.0,0,0,4,7,2150,0,2150,10125,419000,2015,Jan,8
945,4,1.75,1810,7480,1.0,0,0,3,7,1230,580,1870,9594,260000,2015,Feb,8
946,3,3.0,2230,12968,2.0,0,0,3,9,2230,0,2260,10160,1320000,2015,Apr,8
947,3,1.0,2430,10720,1.0,0,0,3,7,2430,0,1660,11560,369950,2015,Mar,8
948,3,2.5,3680,13384,2.0,0,0,3,10,3680,0,3600,11306,1030000,2014,Oct,9
949,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1360,6750,435000,2015,May,8
950,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,2600,7350,601000,2015,Mar,8
951,3,1.0,1490,10650,1.0,0,0,3,7,1150,340,1730,9800,460500,2014,Jul,9
952,3,2.5,2020,1159,3.0,0,3,3,8,2020,0,1920,3600,720000,2014,May,9
953,4,2.5,3130,13202,2.0,0,0,3,10,3130,0,2840,10470,851000,2015,Apr,8
954,4,3.0,2670,5000,2.0,0,2,3,7,2670,0,2300,5000,550000,2014,Sep,9
955,4,1.0,1980,4560,1.5,0,0,3,7,1980,0,1810,3245,700000,2015,Mar,8
956,3,1.75,2100,14850,1.0,0,0,4,7,2100,0,1930,17238,323000,2014,Sep,9
957,3,1.0,1350,8581,1.0,0,0,5,6,1350,0,2080,8451,345500,2014,Sep,9
958,4,1.5,2140,7920,1.0,0,0,3,7,1190,950,2140,7238,378000,2014,Dec,9
959,4,2.0,2208,5000,3.0,0,0,5,8,2208,0,1760,5000,650000,2014,Nov,9
960,3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1650,9030,385000,2015,Apr,8
961,2,1.0,970,2970,1.0,0,0,3,7,970,0,1670,3000,425000,2014,Sep,9
962,4,2.0,1520,6174,1.5,0,0,5,6,1520,0,1390,5407,210000,2014,Dec,9
963,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,2740,33447,630000,2014,May,9
964,3,1.75,1570,7500,1.0,0,1,3,7,1300,270,1590,7660,335000,2014,Jul,9
965,3,1.0,1320,9000,1.0,0,0,3,7,1320,0,1320,9800,196500,2014,Jun,9
966,4,2.75,2550,7636,1.0,0,0,3,8,1440,1110,2290,8223,582800,2014,May,9
967,3,1.75,1560,7207,1.0,0,0,3,7,1250,310,1540,7485,440000,2014,Jun,9
968,4,2.25,2360,8616,2.0,0,0,4,8,2360,0,2360,9337,752500,2014,Aug,9
969,3,1.75,1330,5000,2.0,0,0,4,7,1210,120,1500,4000,532500,2014,Oct,9
970,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1840,12000,265000,2015,May,8
971,3,1.25,1510,13737,1.0,0,3,4,6,810,700,2560,10202,397500,2015,Feb,8
972,3,2.5,1710,3469,2.0,0,0,3,8,1710,0,2120,3560,524250,2014,Jul,9
973,4,2.75,2790,10819,2.0,0,0,3,10,2790,0,3080,12603,765000,2014,May,9
974,4,2.5,2620,5450,2.0,0,0,3,9,2620,0,2590,5371,648000,2014,Aug,9
975,5,2.5,2970,24759,1.0,0,0,4,8,1670,1300,2100,21803,469500,2014,Aug,9
976,3,1.75,1050,7854,1.0,0,0,4,7,1050,0,1360,7668,237500,2015,Mar,8
977,3,1.0,1280,8712,1.0,0,0,4,7,1280,0,1420,8800,216000,2015,Jan,8
978,3,1.0,1030,8400,1.0,0,0,4,7,1030,0,1270,8400,427200,2015,Mar,8
979,3,2.25,1900,7800,1.0,0,0,4,8,1390,510,1730,7800,280000,2015,Mar,8
980,5,3.0,3070,9804,1.0,0,0,4,9,1740,1330,2550,9689,718000,2015,Apr,8
981,2,2.75,1760,4139,2.0,0,0,3,8,1760,0,1870,3076,420000,2015,Mar,8
982,2,1.0,930,5400,1.0,0,0,3,7,930,0,1050,5400,379000,2014,Sep,9
983,2,1.0,880,7683,1.0,0,0,3,6,880,0,1370,7695,326100,2014,May,9
984,3,2.5,1360,1016,3.0,0,0,3,7,1310,50,1365,1156,535000,2014,May,9
985,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,2130,8560,283000,2014,Oct,9
986,3,1.0,1480,7469,1.5,0,0,3,6,1120,360,1460,7379,260000,2014,Aug,9
987,4,1.0,1500,6388,1.5,0,0,4,7,1500,0,980,5366,399000,2015,Apr,8
988,3,2.25,1670,5004,2.0,0,0,3,8,1670,0,1850,5276,484950,2015,Feb,8
989,4,1.75,2060,9828,1.0,0,0,4,8,2060,0,2260,9996,640000,2014,Oct,9
990,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1520,7208,585000,2015,Mar,8
991,4,2.0,2780,11583,1.0,0,3,3,8,1190,1590,2580,10241,645000,2015,Jan,8
992,3,2.0,1490,7651,1.0,0,0,3,7,1490,0,1590,7795,253000,2015,May,8
993,2,1.0,740,6460,1.0,0,0,3,6,740,0,1170,6975,178500,2014,Jul,9
994,4,2.5,1860,6325,2.0,0,0,4,7,1860,0,1860,6449,291000,2014,Aug,9
995,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1310,6000,199950,2014,Sep,9
996,2,1.0,850,2340,1.0,0,0,3,7,850,0,1300,3000,553500,2014,Aug,9
997,2,1.0,1030,4188,1.0,0,0,3,8,1030,0,1450,3376,189950,2015,Apr,8
998,3,2.0,1850,9550,1.0,0,0,3,8,1850,0,2250,9550,289000,2014,Sep,9
999,4,2.0,1830,4590,2.0,0,0,3,8,1830,0,1650,4590,700000,2015,Apr,8
1000,3,2.0,1560,8853,1.0,0,0,3,7,1560,0,1610,8750,270000,2014,Oct,9
1001,4,1.75,1730,8320,1.0,0,0,3,7,1230,500,1840,9800,258000,2014,May,9
1002,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,1930,7266,530000,2014,Jun,9
1003,3,2.25,1422,3677,2.0,0,0,3,7,1422,0,1677,3677,245000,2014,Dec,9
1004,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1350,5000,563000,2015,Apr,8
1005,3,2.5,2430,4203,2.0,0,0,3,8,2430,0,2500,4798,515000,2014,Nov,9
1006,4,2.5,2610,7091,2.0,0,0,3,9,2610,0,2610,7773,325000,2014,Jun,9
1007,3,2.25,2000,217800,2.0,0,0,3,8,2000,0,2220,217800,540000,2015,Apr,8
1008,2,1.0,920,5000,1.0,0,0,4,6,490,430,1500,5000,280300,2014,Dec,9
1009,4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1640,5500,460000,2014,May,9
1010,3,1.75,2020,8970,1.0,0,0,4,7,1180,840,2140,8008,475000,2014,Dec,9
1011,4,2.25,2460,44431,1.0,0,0,4,9,2460,0,2830,44431,900000,2014,Jun,9
1012,4,3.0,1780,7260,1.0,0,0,4,8,1780,0,1810,7920,538200,2014,Dec,9
1013,2,1.0,1080,3600,1.0,0,0,3,7,1080,0,2230,4500,429000,2014,Sep,9
1014,3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1490,6320,164808,2014,Jul,9
1015,4,2.25,1870,7700,2.0,0,0,3,7,1870,0,1970,7700,520000,2015,Jan,8
1016,3,1.75,1700,8432,1.0,0,0,3,8,1230,470,1800,7842,475000,2014,Jun,9
1017,4,1.5,1480,47045,1.0,0,0,5,6,1480,0,1530,11000,283000,2014,Sep,9
1018,4,2.5,1930,6228,2.0,0,0,3,8,1930,0,1930,6168,321500,2015,Mar,8
1019,4,2.75,3130,21810,2.0,0,0,4,10,3130,0,3330,21810,840000,2014,Jul,9
1020,3,2.25,1370,6000,2.0,0,0,4,7,1370,0,1370,6200,287000,2015,Apr,8
1021,3,1.75,960,8106,1.0,0,0,3,7,960,0,1650,8035,375000,2014,Jun,9
1022,3,1.75,1260,7128,1.0,0,0,4,7,1260,0,1330,7326,349500,2014,Aug,9
1023,3,1.5,1480,7749,1.0,0,0,5,7,1480,0,1140,5320,446450,2014,Aug,9
1024,4,2.5,1930,9643,2.0,0,0,4,7,1930,0,1930,7525,315000,2014,Jun,9
1025,2,1.0,870,5340,1.5,0,0,2,6,870,0,1190,4440,271310,2014,May,9
1026,4,1.0,1300,8400,1.5,0,0,4,7,1300,0,1330,8400,315000,2015,Jan,8
1027,3,1.75,1490,6930,1.0,0,0,4,7,1490,0,1880,6861,245000,2014,May,9
1028,2,1.0,1380,5484,1.0,0,0,3,8,1030,350,1380,5347,543115,2015,Mar,8
1029,4,2.0,1190,8190,1.5,0,0,3,7,1190,0,1190,1567,900000,2014,Oct,9
1030,4,4.25,4250,6552,2.0,0,3,4,10,2870,1380,3640,8841,2450000,2015,Apr,8
1031,2,2.0,1920,6045,1.0,0,0,3,8,1920,0,1670,5200,554000,2015,Apr,8
1032,3,1.75,2080,12522,1.0,0,0,5,6,2080,0,1690,11200,249900,2014,Jul,9
1033,3,2.5,3220,54160,2.0,0,2,4,9,2690,530,3460,44374,768000,2014,Aug,9
1034,4,3.0,3680,5854,1.0,0,3,3,10,2060,1620,3140,5000,980000,2014,May,9
1035,5,2.5,2070,9600,1.0,0,0,3,7,1270,800,1950,7800,395000,2015,Apr,8
1036,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1360,2190,415000,2015,Apr,8
1037,4,2.5,2000,6921,2.0,0,0,3,8,2000,0,2430,6339,380000,2015,Feb,8
1038,3,2.5,1560,5259,2.0,0,0,3,8,1560,0,2170,5461,566000,2015,Feb,8
1039,2,1.0,1600,8961,1.0,0,0,4,7,1390,210,1502,6798,218500,2015,Mar,8
1040,4,2.5,1940,10500,1.0,0,0,4,7,1140,800,2200,10500,550000,2014,May,9
1041,3,1.75,1540,3000,1.0,0,2,3,7,770,770,1420,4200,512031,2014,Jul,9
1042,2,1.0,820,8860,1.0,0,0,3,6,820,0,1660,15375,197500,2015,Mar,8
1043,3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1780,7704,470000,2014,Jul,9
1044,3,1.75,1560,242629,1.0,0,0,3,7,1560,0,2320,220654,590000,2015,Mar,8
1045,4,2.25,2210,8862,1.0,0,0,4,8,1270,940,2030,8862,465000,2015,Mar,8
1046,2,1.75,2040,114562,1.0,0,0,4,7,2040,0,1850,94960,499000,2014,Sep,9
1047,3,2.25,1920,11500,1.0,0,0,3,8,1920,0,2260,8866,515000,2014,Aug,9
1048,3,1.75,1930,5000,1.0,0,0,3,9,1230,700,2300,6000,716500,2014,Nov,9
1049,3,2.0,1700,4250,1.0,0,0,3,6,890,810,1440,4250,410000,2014,May,9
1050,4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1750,6500,850000,2014,Oct,9
1051,4,3.25,3440,35021,2.0,0,0,3,10,3440,0,3440,35021,1050000,2014,May,9
1052,4,2.5,2380,13435,2.0,0,0,3,10,2380,0,2730,9677,648000,2014,Jun,9
1053,4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1250,4880,620000,2014,Jun,9
1054,4,4.5,5670,84267,2.0,0,2,3,11,5670,0,4100,83729,935000,2015,Feb,8
1055,3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1140,10412,379000,2015,Mar,8
1056,3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1460,6125,699000,2014,Jul,9
1057,4,2.25,1910,8005,1.0,0,0,3,8,1280,630,1860,8010,528000,2014,Dec,9
1058,3,1.75,1560,9452,1.0,0,0,4,8,1560,0,2200,9985,425000,2015,Apr,8
1059,2,1.75,1500,8645,1.0,0,0,4,7,1500,0,1220,8645,249500,2014,Jun,9
1060,5,3.25,4475,6642,2.0,0,0,3,9,4475,0,3720,6633,1040000,2014,Jul,9
1061,4,2.75,2840,11900,1.0,0,3,4,9,1640,1200,2790,10070,790000,2014,Aug,9
1062,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1750,11640,399950,2014,Aug,9
1063,3,1.5,1410,9000,1.0,0,0,3,7,1410,0,1910,7214,275000,2014,Oct,9
1064,3,1.0,1520,2500,1.5,0,0,3,8,1520,0,1880,3600,550000,2015,Jan,8
1065,1,1.0,730,6890,1.0,0,0,4,4,730,0,1790,7969,140000,2014,Nov,9
1066,3,1.0,1190,6250,1.0,0,0,3,7,990,200,1760,6434,250000,2014,Jul,9
1067,3,2.25,1410,8909,2.0,0,2,3,7,1410,0,2050,8909,318000,2014,Sep,9
1068,2,1.0,1240,57000,1.0,0,0,3,7,1240,0,3050,25545,505000,2014,Jul,9
1069,5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,2090,8568,470500,2015,Apr,8
1070,3,1.0,1050,9206,1.5,0,0,3,7,1050,0,1380,6384,360000,2014,May,9
1071,4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,2940,8650,1240000,2015,Mar,8
1072,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,2560,10070,986000,2015,Apr,8
1073,2,1.0,1060,4228,1.0,0,0,3,7,860,200,1060,4187,515000,2015,Feb,8
