,lat,long,zipcode
3087,47.4723,-121.707,98045
3088,47.6474,-122.362,98119
3089,47.6344,-122.214,98004
3090,47.341,-122.265,98001
3091,47.3045,-122.351,98023
3092,47.7152,-122.282,98125
3093,47.5515,-122.357,98106
3094,47.5202,-122.373,98126
3095,47.3074,-122.371,98023
3096,47.2917,-122.188,98092
3097,47.2974,-122.372,98023
3098,47.4302,-122.095,98058
3099,47.4864,-122.337,98146
3100,47.6467,-122.304,98112
3101,47.6583,-122.273,98105
3102,47.3348,-122.324,98003
3103,47.7176,-122.36,98177
3104,47.7703,-122.343,98133
3105,47.7315,-122.226,98034
3106,47.5098,-122.334,98146
3107,47.5006,-122.334,98146
3108,47.5437,-122.395,98136
3109,47.2976,-122.271,98001
3110,47.6536,-122.414,98199
3111,47.6649,-122.08,98052
3112,47.5307,-122.047,98027
3113,47.767,-121.903,98019
3114,47.7602,-122.278,98155
3115,47.5659,-122.36,98106
3116,47.561,-122.275,98118
3117,47.6231,-122.292,98112
3118,47.5285,-122.135,98059
3119,47.6474,-122.412,98199
3120,47.4954,-122.152,98059
3121,47.5502,-122.268,98118
3122,47.6925,-122.32,98115
3123,47.7302,-122.096,98072
3124,47.3745,-122.231,98032
3125,47.4954,-122.366,98146
3126,47.6362,-122.282,98112
3127,47.505,-122.366,98146
3128,47.6032,-122.285,98122
3129,47.6398,-122.393,98199
3130,47.6782,-122.311,98115
3131,47.7326,-122.291,98125
3132,47.7677,-122.315,98133
3133,47.4956,-122.162,98059
3134,47.6612,-122.363,98107
3135,47.6725,-122.396,98107
3136,47.6804,-122.378,98117
3137,47.4418,-121.772,98045
3138,47.4052,-122.028,98038
3139,47.2914,-122.368,98023
3140,47.5747,-122.384,98116
3141,47.7572,-122.228,98028
3142,47.5903,-122.388,98116
3143,47.4217,-122.333,98198
3144,47.6462,-122.384,98199
3145,47.7027,-122.282,98125
3146,47.6135,-122.307,98122
3147,47.5292,-122.348,98106
3148,47.5426,-121.879,98065
3149,47.4708,-122.015,98027
3150,47.6283,-122.312,98112
3151,47.4915,-122.167,98056
3152,47.682,-122.349,98103
3153,47.6563,-122.401,98199
3154,47.4485,-122.369,98166
3155,47.6924,-122.321,98115
3156,47.4521,-122.36,98166
3157,47.7767,-122.378,98177
3158,47.7014,-122.381,98117
3159,47.5281,-122.388,98136
3160,47.7528,-122.119,98072
3161,47.6838,-122.386,98117
3162,47.77,-122.259,98028
3163,47.311,-122.345,98023
3164,47.5117,-122.248,98178
3165,47.5183,-122.265,98118
3166,47.6782,-122.314,98115
3167,47.435,-122.347,98166
3168,47.431,-122.338,98166
3169,47.7612,-122.31,98155
3170,47.6478,-122.061,98074
3171,47.4688,-122.013,98027
3172,47.5476,-122.012,98029
3173,47.7164,-122.351,98133
3174,47.6531,-122.373,98119
3175,47.3986,-122.169,98031
3176,47.6631,-122.337,98103
3177,47.5363,-122.385,98136
3178,47.3794,-122.113,98042
3179,47.6659,-122.369,98107
3180,47.6545,-122.348,98103
3181,47.5133,-122.196,98056
3182,47.6621,-122.288,98105
3183,47.2609,-122.27,98001
3184,47.6332,-122.29,98112
3185,47.4572,-122.351,98166
3186,47.5232,-122.383,98136
3187,47.566,-122.38,98126
3188,47.6782,-122.361,98117
3189,47.5734,-122.395,98116
3190,47.4629,-122.187,98055
3191,47.5862,-122.054,98075
3192,47.3198,-122.386,98023
3193,47.5916,-122.293,98144
3194,47.707,-122.316,98125
3195,47.4231,-122.329,98198
3196,47.7002,-122.314,98115
3197,47.4938,-122.262,98178
3198,47.6405,-122.301,98112
3199,47.489,-122.337,98146
3200,47.7653,-122.077,98077
3201,47.263,-122.216,98092
3202,47.5755,-122.396,98116
3203,47.7002,-121.912,98014
3204,47.6662,-122.083,98052
3205,47.5142,-122.389,98136
3206,47.6624,-122.01,98053
3207,47.5843,-122.385,98116
3208,47.6873,-122.291,98115
3209,47.5631,-122.317,98108
3210,47.679,-122.368,98117
3211,47.6602,-122.188,98033
3212,47.7045,-122.379,98177
3213,47.5444,-121.881,98065
3214,47.3606,-122.039,98038
3215,47.7301,-122.223,98034
3216,47.7262,-122.06,98077
3217,47.3608,-122.29,98032
3218,47.6692,-122.399,98107
3219,47.4678,-121.745,98045
3220,47.2082,-121.995,98022
3221,47.3494,-122.153,98042
3222,47.6822,-122.4,98117
3223,47.3631,-122.276,98032
3224,47.5286,-122.032,98027
3225,47.4486,-122.353,98166
3226,47.6501,-122.217,98004
3227,47.6787,-122.363,98117
3228,47.5489,-122.092,98027
3229,47.7539,-122.219,98011
3230,47.6797,-122.359,98117
3231,47.4408,-122.461,98070
3232,47.4388,-122.339,98166
3233,47.5877,-122.316,98144
3234,47.5135,-122.2,98056
3235,47.3967,-122.174,98031
3236,47.4866,-122.303,98168
3237,47.3239,-122.35,98023
3238,47.4563,-122.348,98166
3239,47.7256,-122.166,98034
3240,47.4639,-121.744,98045
3241,47.3635,-122.045,98038
3242,47.6826,-122.378,98117
3243,47.473,-122.328,98168
3244,47.6028,-122.298,98122
3245,47.5027,-122.33,98168
3246,47.6795,-122.202,98033
3247,47.3729,-122.295,98032
3248,47.3401,-122.067,98042
3249,47.5488,-122.197,98006
3250,47.6178,-122.299,98122
3251,47.7013,-122.35,98133
3252,47.7629,-122.315,98155
3253,47.639,-122.219,98004
3254,47.643,-122.359,98119
3255,47.6387,-122.284,98112
3256,47.733,-122.09,98072
3257,47.5285,-122.378,98126
3258,47.4858,-122.202,98055
3259,47.7127,-122.325,98125
3260,47.6944,-122.274,98115
3261,47.6668,-122.299,98105
3262,47.3146,-122.384,98023
3263,47.5552,-122.311,98108
3264,47.693,-121.868,98014
3265,47.5728,-122.163,98006
3266,47.6245,-122.193,98004
3267,47.5659,-122.38,98126
3268,47.6417,-121.992,98053
3269,47.6068,-122.112,98008
3270,47.6446,-122.068,98074
3271,47.6739,-122.323,98115
3272,47.3241,-122.322,98003
3273,47.7334,-122.167,98034
3274,47.6341,-122.208,98004
3275,47.7126,-122.104,98052
3276,47.667,-122.333,98103
3277,47.6645,-122.326,98105
3278,47.6203,-122.212,98004
3279,47.6387,-122.177,98005
3280,47.6786,-122.367,98117
3281,47.5157,-122.116,98059
3282,47.5249,-122.373,98126
3283,47.28,-122.257,98001
3284,47.5333,-122.388,98136
3285,47.6615,-122.179,98033
3286,47.4327,-122.328,98148
3287,47.3618,-122.195,98030
3288,47.5483,-122.394,98136
3289,47.7121,-122.072,98077
3290,47.3066,-122.209,98002
3291,47.6371,-122.119,98008
3292,47.1559,-121.646,98022
3293,47.3061,-122.359,98023
3294,47.6952,-122.323,98115
3295,47.6779,-122.294,98115
3296,47.6779,-122.294,98115
3297,47.6308,-122.312,98112
3298,47.6503,-122.368,98119
3299,47.494,-122.165,98056
3300,47.5624,-122.394,98116
3301,47.3106,-121.999,98010
3302,47.6971,-122.281,98115
3303,47.5253,-121.93,98024
3304,47.3684,-122.092,98042
3305,47.3174,-122.366,98023
3306,47.6776,-122.361,98117
3307,47.4787,-122.129,98059
3308,47.6837,-122.291,98115
3309,47.6919,-122.371,98117
3310,47.3321,-122.105,98042
3311,47.551,-122.356,98106
3312,47.7512,-122.34,98133
3313,47.5116,-122.161,98059
3314,47.2843,-122.294,98003
3315,47.5669,-122.017,98029
3316,47.6044,-122.284,98122
3317,47.4777,-121.763,98045
3318,47.4075,-122.294,98198
3319,47.5378,-122.369,98126
3320,47.4828,-121.718,98045
3321,47.559,-122.397,98116
3322,47.3488,-122.095,98042
3323,47.7589,-122.277,98155
3324,47.4562,-122.158,98058
3325,47.6192,-122.299,98112
3326,47.3784,-122.303,98032
3327,47.3857,-122.212,98030
3328,47.3937,-122.323,98198
3329,47.3009,-122.125,98092
3330,47.3103,-122.199,98092
3331,47.1986,-121.967,98022
3332,47.5427,-122.388,98136
3333,47.68,-122.399,98117
3334,47.3061,-122.36,98023
3335,47.6458,-122.32,98102
3336,47.3156,-122.188,98092
3337,47.4956,-122.161,98059
3338,47.657,-122.394,98199
3339,47.5709,-122.018,98029
3340,47.596,-122.311,98144
3341,47.5954,-122.206,98004
3342,47.5448,-122.32,98108
3343,47.6134,-122.112,98008
3344,47.6963,-122.393,98117
3345,47.5631,-122.085,98027
3346,47.4843,-121.752,98045
3347,47.7627,-122.353,98133
3348,47.6825,-122.097,98052
3349,47.5773,-122.226,98040
3350,47.4762,-122.293,98168
3351,47.6803,-122.387,98117
3352,47.7289,-122.203,98034
3353,47.6044,-122.168,98005
3354,47.5689,-122.393,98116
3355,47.2635,-122.312,98003
3356,47.7648,-122.33,98133
3357,47.7661,-122.205,98011
3358,47.5293,-122.272,98118
3359,47.67,-122.155,98052
3360,47.4468,-122.341,98166
3361,47.3671,-122.029,98038
3362,47.4029,-122.321,98198
3363,47.3814,-122.322,98198
3364,47.448,-122.121,98058
3365,47.667,-122.336,98103
3366,47.4493,-121.777,98045
3367,47.7061,-122.307,98125
3368,47.6693,-122.339,98103
3369,47.6877,-122.325,98115
3370,47.5972,-122.018,98075
3371,47.7203,-122.024,98077
3372,47.7409,-122.089,98072
3373,47.6659,-122.144,98052
3374,47.4177,-122.319,98198
3375,47.5426,-121.995,98029
3376,47.7399,-122.099,98072
3377,47.7306,-122.227,98034
3378,47.6993,-122.118,98052
3379,47.7231,-122.038,98077
3380,47.6342,-122.342,98109
3381,47.6306,-122.288,98112
3382,47.6915,-122.053,98053
3383,47.6304,-122.218,98004
3384,47.7256,-122.361,98177
3385,47.7097,-122.305,98125
3386,47.4806,-122.152,98059
3387,47.5658,-122.276,98118
3388,47.2877,-122.293,98003
3389,47.2109,-121.985,98022
3390,47.6868,-122.349,98103
3391,47.6254,-122.292,98112
3392,47.5472,-122.371,98126
3393,47.2718,-122.291,98001
3394,47.4889,-122.259,98178
3395,47.4116,-122.029,98038
3396,47.6337,-122.199,98004
3397,47.7661,-122.071,98077
3398,47.4752,-121.755,98045
3399,47.2841,-122.255,98001
3400,47.3891,-122.282,98032
3401,47.6642,-122.362,98107
3402,47.5709,-122.388,98116
3403,47.5414,-122.133,98006
3404,47.633,-122.283,98112
3405,47.6259,-122.051,98074
3406,47.395,-122.176,98031
3407,47.6357,-122.322,98102
3408,47.6805,-122.38,98117
3409,47.772,-122.322,98155
3410,47.4873,-122.324,98168
3411,47.3749,-122.225,98030
3412,47.7504,-122.306,98155
3413,47.4937,-122.184,98056
3414,47.454,-122.144,98058
3415,47.7321,-122.341,98133
3416,47.7463,-122.336,98133
3417,47.6995,-122.174,98033
3418,47.5018,-122.126,98059
3419,47.5239,-122.288,98118
3420,47.7135,-122.332,98133
3421,47.6709,-122.276,98105
3422,47.6936,-122.294,98115
3423,47.6801,-122.38,98117
3424,47.6612,-122.148,98052
3425,47.3608,-122.036,98038
3426,47.6869,-122.317,98115
3427,47.7241,-121.957,98019
3428,47.7273,-122.309,98125
3429,47.7168,-122.34,98133
3430,47.5683,-122.285,98118
3431,47.7434,-122.242,98028
3432,47.3895,-122.023,98038
3433,47.7729,-122.172,98011
3434,47.4401,-122.279,98188
3435,47.5809,-122.191,98004
3436,47.5657,-122.23,98040
3437,47.5707,-122.359,98106
3438,47.6441,-122.113,98008
3439,47.7049,-122.34,98133
3440,47.5265,-121.823,98065
3441,47.4933,-122.245,98178
3442,47.6427,-122.363,98119
3443,47.4454,-122.185,98058
3444,47.5433,-121.887,98065
3445,47.7357,-122.193,98034
3446,47.5699,-122.389,98116
3447,47.7554,-122.353,98133
3448,47.6528,-122.408,98199
3449,47.6182,-122.312,98112
3450,47.6793,-122.395,98117
3451,47.4914,-121.763,98045
3452,47.7161,-122.219,98034
3453,47.6225,-122.064,98074
3454,47.736,-122.295,98155
3455,47.3256,-122.141,98042
3456,47.5347,-122.227,98040
3457,47.6317,-122.301,98112
3458,47.4482,-122.462,98070
3459,47.7713,-122.259,98028
3460,47.6074,-122.213,98004
3461,47.558,-122.266,98118
3462,47.3425,-122.082,98042
3463,47.4804,-122.151,98059
3464,47.6815,-122.382,98117
3465,47.5048,-122.241,98178
3466,47.5737,-122.383,98116
3467,47.3727,-122.177,98042
3468,47.5019,-122.235,98178
3469,47.3661,-122.021,98038
3470,47.5284,-122.387,98136
3471,47.6677,-122.324,98105
3472,47.5869,-121.967,98075
3473,47.6381,-122.062,98074
3474,47.6408,-122.403,98199
3475,47.4868,-122.33,98168
3476,47.7076,-122.377,98177
3477,47.5162,-122.176,98056
3478,47.5491,-122.005,98029
3479,47.3625,-122.084,98042
3480,47.6735,-122.041,98053
3481,47.4976,-122.262,98178
3482,47.3215,-122.351,98023
3483,47.3278,-122.262,98001
3484,47.4561,-122.357,98166
3485,47.7294,-122.341,98133
3486,47.6367,-121.958,98053
3487,47.5402,-122.298,98108
3488,47.444,-122.187,98058
3489,47.422,-122.066,98058
3490,47.469,-122.063,98059
3491,47.5727,-122.372,98126
3492,47.6813,-122.367,98117
3493,47.6803,-122.371,98117
3494,47.6825,-122.307,98115
3495,47.6785,-122.351,98103
3496,47.5498,-122.214,98040
3497,47.5261,-122.162,98059
3498,47.6742,-122.35,98103
3499,47.5616,-122.275,98118
3500,47.5808,-122.189,98004
3501,47.734,-122.19,98034
3502,47.5691,-122.284,98118
3503,47.3735,-122.43,98070
3504,47.7389,-122.221,98028
3505,47.6735,-122.393,98107
3506,47.4977,-122.163,98059
3507,47.6973,-122.36,98117
3508,47.7355,-122.095,98072
3509,47.4489,-122.456,98070
3510,47.5897,-122.229,98040
3511,47.339,-122.266,98001
3512,47.4999,-122.327,98168
3513,47.7688,-122.218,98011
3514,47.4286,-122.179,98058
3515,47.5795,-122.285,98144
3516,47.5851,-122.072,98075
3517,47.6937,-122.338,98103
3518,47.6572,-122.335,98103
3519,47.627,-122.361,98119
3520,47.4012,-122.11,98042
3521,47.7274,-122.357,98133
3522,47.6215,-122.224,98004
3523,47.2052,-121.987,98022
3524,47.325,-122.205,98002
3525,47.5743,-122.209,98040
3526,47.5834,-122.307,98144
3527,47.6847,-122.318,98115
3528,47.6059,-122.3,98122
3529,47.429,-122.154,98058
3530,47.4479,-122.213,98055
3531,47.3694,-122.032,98038
3532,47.3392,-121.897,98010
3533,47.7263,-122.314,98125
3534,47.7604,-122.331,98133
3535,47.4797,-122.358,98166
3536,47.4869,-122.34,98146
3537,47.4869,-122.34,98146
3538,47.5679,-122.409,98116
3539,47.3554,-122.298,98003
3540,47.4551,-122.272,98188
3541,47.4667,-122.214,98055
3542,47.7461,-122.324,98155
3543,47.6734,-122.329,98103
3544,47.5672,-122.111,98006
3545,47.6268,-122.05,98074
3546,47.6483,-122.163,98005
3547,47.3324,-122.17,98092
3548,47.7436,-122.356,98133
3549,47.6382,-122.11,98052
3550,47.4678,-122.294,98188
3551,47.4476,-122.169,98058
3552,47.7017,-122.354,98133
3553,47.5803,-122.294,98144
3554,47.6151,-122.145,98007
3555,47.6896,-122.357,98103
3556,47.5529,-122.305,98108
3557,47.6725,-122.329,98103
3558,47.5243,-122.204,98056
3559,47.5636,-121.932,98024
3560,47.6591,-122.392,98199
3561,47.5263,-122.051,98027
3562,47.3133,-122.364,98023
3563,47.2924,-122.271,98001
3564,47.5266,-122.392,98136
3565,47.6347,-122.355,98109
3566,47.4878,-122.221,98055
3567,47.2917,-122.375,98023
3568,47.4659,-122.116,98058
3569,47.7477,-122.117,98072
3570,47.3623,-122.309,98198
3571,47.7709,-122.297,98155
3572,47.4963,-121.787,98045
3573,47.4459,-122.272,98188
3574,47.7743,-122.27,98155
3575,47.504,-122.362,98146
3576,47.5577,-122.399,98116
3577,47.6313,-122.172,98005
3578,47.6412,-122.079,98074
3579,47.3639,-122.109,98042
3580,47.5188,-122.265,98118
3581,47.3116,-122.358,98023
3582,47.5922,-122.388,98116
3583,47.7248,-122.325,98125
3584,47.6418,-122.394,98199
3585,47.4773,-122.28,98168
3586,47.6317,-122.124,98008
3587,47.5658,-122.018,98029
3588,47.6843,-122.185,98033
3589,47.3612,-122.284,98032
3590,47.5485,-122.302,98108
3591,47.6146,-122.114,98008
3592,47.637,-121.969,98053
3593,47.3672,-122.126,98042
3594,47.4503,-122.157,98058
3595,47.695,-122.176,98033
3596,47.3087,-122.354,98023
3597,47.5203,-122.393,98136
3598,47.6999,-122.391,98117
3599,47.6221,-122.325,98102
3600,47.5578,-122.132,98006
3601,47.5577,-122.391,98116
3602,47.4438,-122.34,98166
3603,47.5237,-122.199,98056
3604,47.7424,-122.091,98072
3605,47.6481,-121.916,98014
3606,47.5615,-122.165,98006
3607,47.7675,-122.279,98155
3608,47.2649,-122.218,98092
3609,47.6342,-122.353,98109
3610,47.3826,-122.146,98042
3611,47.6933,-122.272,98115
3612,47.6972,-122.341,98103
3613,47.5599,-122.121,98006
3614,47.6888,-122.308,98115
3615,47.483,-122.33,98168
3616,47.6828,-122.388,98117
3617,47.4789,-121.779,98045
3618,47.4749,-122.339,98166
3619,47.674,-122.379,98107
3620,47.674,-122.379,98107
3621,47.4646,-121.759,98045
3622,47.6782,-122.397,98117
3623,47.7304,-122.227,98034
3624,47.7046,-122.293,98125
3625,47.5591,-122.268,98118
3626,47.5944,-122.155,98005
3627,47.4485,-122.355,98166
3628,47.5402,-122.38,98126
3629,47.6802,-121.908,98014
3630,47.6567,-122.13,98052
3631,47.206,-121.998,98022
3632,47.5607,-122.217,98040
3633,47.6692,-122.136,98052
3634,47.2808,-122.225,98002
3635,47.4942,-122.235,98178
3636,47.525,-122.356,98106
3637,47.6557,-122.388,98199
3638,47.59,-122.081,98075
3639,47.5892,-122.202,98004
3640,47.5773,-122.393,98116
3641,47.6712,-122.279,98105
3642,47.4682,-122.283,98188
3643,47.7719,-122.338,98133
3644,47.5329,-122.294,98108
3645,47.5351,-122.223,98040
3646,47.377,-122.31,98198
3647,47.371,-122.127,98042
3648,47.654,-122.337,98103
3649,47.432,-122.348,98166
3650,47.4034,-122.189,98031
3651,47.4656,-121.756,98045
3652,47.3172,-122.322,98003
3653,47.6717,-122.025,98053
3654,47.7503,-122.348,98133
3655,47.5451,-122.014,98029
3656,47.549,-122.305,98108
3657,47.327,-122.039,98010
3658,47.4981,-121.772,98045
3659,47.5498,-122.383,98136
3660,47.5471,-122.133,98006
3661,47.572,-122.139,98006
3662,47.5387,-121.879,98065
3663,47.5904,-122.315,98144
3664,47.7749,-122.048,98077
3665,47.6068,-122.13,98008
3666,47.3679,-122.182,98030
3667,47.3666,-121.978,98010
3668,47.5407,-121.86,98065
3669,47.7632,-122.29,98155
3670,47.4378,-122.279,98188
3671,47.7108,-122.12,98052
3672,47.5641,-122.393,98116
3673,47.4896,-122.204,98055
3674,47.6729,-122.299,98115
3675,47.5448,-122.174,98006
3676,47.3585,-121.975,98010
3677,47.3357,-122.175,98092
3678,47.6112,-122.303,98122
3679,47.3245,-122.209,98002
3680,47.4759,-121.735,98045
3681,47.5915,-122.202,98004
3682,47.5133,-122.196,98056
3683,47.6369,-122.355,98109
3684,47.573,-122.225,98040
3685,47.5539,-122.268,98118
3686,47.503,-122.356,98146
3687,47.4362,-122.286,98188
3688,47.2979,-122.224,98002
3689,47.5759,-122.223,98040
3690,47.5496,-122.311,98108
3691,47.6703,-122.41,98199
3692,47.7772,-122.296,98155
3693,47.6652,-122.362,98107
3694,47.7478,-122.338,98133
3695,47.6748,-122.386,98107
3696,47.4036,-122.191,98031
3697,47.6872,-122.123,98052
3698,47.737,-122.305,98155
3699,47.5483,-122.277,98118
3700,47.7121,-122.287,98125
3701,47.5447,-122.27,98118
3702,47.5601,-122.363,98106
3703,47.2956,-122.272,98001
3704,47.4097,-122.063,98038
3705,47.5637,-122.085,98027
3706,47.739,-122.194,98011
3707,47.6904,-122.397,98117
3708,47.7171,-122.32,98125
3709,47.7317,-122.181,98034
3710,47.678,-122.269,98115
3711,47.445,-122.276,98188
3712,47.6771,-122.172,98033
3713,47.3576,-122.156,98042
3714,47.6799,-122.268,98115
3715,47.762,-122.355,98133
3716,47.715,-122.121,98052
3717,47.538,-122.223,98040
3718,47.7717,-122.112,98072
3719,47.7512,-122.281,98155
3720,47.6197,-122.3,98112
3721,47.453,-122.118,98058
3722,47.6102,-121.993,98074
3723,47.3782,-122.161,98042
3724,47.6878,-122.366,98117
3725,47.5662,-122.379,98126
3726,47.6286,-122.051,98074
3727,47.4848,-121.801,98045
3728,47.5979,-122.135,98007
3729,47.7429,-122.285,98155
3730,47.7151,-122.227,98034
3731,47.6319,-122.288,98112
3732,47.566,-122.373,98126
3733,47.5828,-122.395,98116
3734,47.6731,-122.199,98033
3735,47.7149,-121.96,98019
3736,47.3489,-122.022,98038
3737,47.6384,-121.959,98053
3738,47.6386,-122.183,98005
3739,47.4514,-122.134,98058
3740,47.6737,-122.284,98115
3741,47.6116,-122.169,98005
3742,47.4703,-122.112,98059
3743,47.7306,-121.966,98019
3744,47.6168,-122.216,98004
3745,47.6357,-122.324,98102
3746,47.532,-121.761,98065
3747,47.6963,-122.342,98103
3748,47.774,-122.134,98072
3749,47.6205,-122.294,98112
3750,47.6317,-122.114,98008
3751,47.3186,-122.289,98001
3752,47.681,-122.388,98117
3753,47.681,-122.388,98117
3754,47.4743,-122.274,98168
3755,47.505,-122.258,98178
3756,47.4966,-122.255,98178
3757,47.6206,-122.225,98039
3758,47.4476,-121.723,98045
3759,47.7066,-121.968,98019
3760,47.5459,-122.27,98118
3761,47.6452,-122.373,98119
3762,47.7285,-122.179,98034
3763,47.4752,-122.271,98168
3764,47.5298,-122.273,98118
3765,47.6561,-122.274,98105
3766,47.5323,-122.351,98106
3767,47.3509,-122.323,98198
3768,47.4218,-122.218,98031
3769,47.7046,-122.107,98052
3770,47.7179,-122.316,98125
3771,47.3646,-122.211,98030
3772,47.5707,-122.129,98006
3773,47.6914,-122.214,98033
3774,47.6707,-122.288,98105
3775,47.4572,-122.007,98027
3776,47.68,-122.165,98033
3777,47.5825,-121.97,98075
3778,47.5293,-122.287,98118
3779,47.3338,-122.268,98001
3780,47.6617,-122.349,98103
3781,47.4899,-122.337,98146
3782,47.4899,-122.337,98146
3783,47.7614,-122.229,98028
3784,47.624,-122.2,98004
3785,47.5265,-122.05,98027
3786,47.7209,-122.331,98133
3787,47.7084,-122.277,98125
3788,47.6943,-122.209,98033
3789,47.4497,-122.289,98188
3790,47.4497,-122.289,98188
3791,47.6392,-122.163,98005
3792,47.4743,-122.17,98058
3793,47.5716,-122.159,98006
3794,47.7258,-122.117,98072
3795,47.6034,-122.172,98005
3796,47.6592,-122.399,98199
3797,47.7721,-121.924,98019
3798,47.484,-122.346,98146
3799,47.6422,-122.361,98119
3800,47.3261,-122.355,98023
3801,47.3046,-122.215,98002
3802,47.4946,-122.187,98056
3803,47.6073,-122.192,98004
3804,47.3785,-122.322,98198
3805,47.551,-122.369,98126
3806,47.5892,-122.29,98144
3807,47.6806,-122.167,98033
3808,47.598,-121.972,98075
3809,47.6374,-122.288,98112
3810,47.5703,-121.996,98029
3811,47.7743,-122.286,98155
3812,47.3865,-122.322,98198
3813,47.5798,-122.393,98116
3814,47.6078,-122.169,98005
3815,47.6901,-122.362,98117
3816,47.547,-122.302,98108
3817,47.5895,-122.229,98040
3818,47.3526,-122.012,98038
3819,47.4672,-122.296,98188
3820,47.6294,-122.344,98109
3821,47.3655,-122.08,98042
3822,47.5442,-121.996,98029
3823,47.717,-122.026,98053
3824,47.3864,-122.308,98198
3825,47.3551,-122.475,98070
3826,47.7423,-122.099,98072
3827,47.5532,-122.365,98106
3828,47.3958,-122.168,98031
3829,47.6644,-122.148,98052
3830,47.7364,-121.981,98019
3831,47.6701,-122.291,98105
3832,47.5256,-122.357,98106
3833,47.6741,-122.396,98107
3834,47.701,-122.362,98117
3835,47.6841,-122.213,98033
3836,47.4261,-122.199,98055
3837,47.5265,-122.202,98056
3838,47.5807,-122.394,98116
3839,47.5298,-122.344,98106
3840,47.542,-122.322,98109
3841,47.7749,-122.283,98155
3842,47.569,-122.127,98006
3843,47.6952,-122.096,98052
3844,47.3783,-122.003,98010
3845,47.3492,-122.152,98042
3846,47.3639,-122.055,98038
3847,47.5166,-122.269,98118
3848,47.2582,-121.935,98022
3849,47.6097,-122.287,98122
3850,47.6473,-122.407,98199
3851,47.5,-122.347,98146
3852,47.2124,-122.005,98022
3853,47.5409,-122.268,98118
3854,47.4815,-122.162,98059
3855,47.6945,-122.17,98034
3856,47.5715,-122.128,98006
3857,47.634,-122.288,98112
3858,47.3143,-122.134,98092
3859,47.7015,-122.316,98125
3860,47.5826,-122.378,98126
3861,47.6339,-122.124,98008
3862,47.5325,-122.378,98126
3863,47.5298,-121.88,98065
3864,47.3426,-122.285,98001
3865,47.6298,-122.362,98119
3866,47.4191,-122.33,98198
3867,47.5317,-122.233,98040
3868,47.3645,-122.039,98038
3869,47.3138,-122.192,98092
3870,47.4655,-122.346,98166
3871,47.5236,-122.184,98056
3872,47.6987,-122.36,98117
3873,47.473,-122.362,98166
3874,47.5249,-122.37,98126
3875,47.5249,-122.37,98126
3876,47.4947,-122.36,98146
3877,47.4006,-122.188,98031
3878,47.5135,-122.257,98118
3879,47.5763,-122.408,98116
3880,47.7458,-122.287,98155
3881,47.5325,-122.031,98027
3882,47.7584,-122.136,98072
3883,47.2598,-122.304,98003
3884,47.6281,-122.194,98004
3885,47.3097,-122.34,98023
3886,47.6701,-122.286,98105
3887,47.6547,-122.158,98005
3888,47.6389,-122.098,98052
3889,47.3662,-122.319,98198
3890,47.3972,-122.029,98038
3891,47.5411,-122.391,98136
3892,47.7755,-122.235,98028
3893,47.5665,-122.229,98040
3894,47.5924,-122.294,98144
3895,47.7365,-122.242,98028
3896,47.6475,-122.397,98199
3897,47.5586,-122.173,98006
3898,47.4416,-122.332,98148
3899,47.6455,-122.409,98199
3900,47.5564,-122.158,98006
3901,47.7246,-122.217,98034
3902,47.7124,-122.253,98034
3903,47.5033,-122.329,98168
3904,47.6734,-122.176,98033
3905,47.7242,-122.17,98034
3906,47.3315,-122.169,98092
3907,47.6368,-122.354,98109
3908,47.6282,-122.293,98112
3909,47.7562,-122.094,98072
3910,47.65,-122.214,98004
3911,47.7253,-122.309,98125
3912,47.5691,-122.391,98116
3913,47.7746,-122.239,98028
3914,47.5896,-122.389,98116
3915,47.5275,-122.323,98108
3916,47.7581,-122.365,98177
3917,47.5297,-122.14,98059
3918,47.704,-122.012,98053
3919,47.5914,-122.136,98007
3920,47.6157,-122.287,98122
3921,47.401,-122.095,98042
3922,47.6496,-122.041,98053
3923,47.6796,-122.39,98117
3924,47.5265,-122.148,98059
3925,47.7457,-122.332,98133
3926,47.5134,-122.335,98168
3927,47.6344,-122.305,98112
3928,47.4386,-122.285,98188
3929,47.5696,-122.378,98126
3930,47.3907,-122.448,98070
3931,47.3378,-122.262,98001
3932,47.5096,-122.178,98056
3933,47.7693,-122.357,98133
3934,47.3329,-122.091,98042
3935,47.6994,-122.347,98103
3936,47.6985,-122.348,98103
3937,47.7,-122.297,98115
3938,47.6801,-122.115,98052
3939,47.6036,-122.015,98074
3940,47.5906,-122.167,98005
3941,47.7097,-122.303,98125
3942,47.7094,-122.228,98034
3943,47.7467,-122.319,98155
3944,47.5049,-122.189,98056
3945,47.414,-122.087,98058
3946,47.6499,-122.088,98074
3947,47.6499,-122.088,98074
3948,47.4999,-122.268,98178
3949,47.3072,-122.391,98023
3950,47.6099,-122.054,98074
3951,47.4829,-122.124,98059
3952,47.5966,-122.017,98075
3953,47.5618,-122.037,98075
3954,47.639,-122.216,98004
3955,47.467,-122.014,98027
3956,47.6832,-122.304,98115
3957,47.6163,-122.293,98122
3958,47.534,-122.18,98056
3959,47.7041,-122.353,98133
3960,47.7433,-121.982,98019
3961,47.6732,-122.29,98115
3962,47.3307,-122.324,98003
3963,47.5356,-121.875,98065
3964,47.5221,-122.39,98136
3965,47.4141,-122.204,98031
3966,47.4275,-122.324,98148
